file	parliament_year	chamber	column	line	text
https://pdf.swedeb.se/riksdagen-motions-pdf/1894/mot_1894__ak__00166/mot_1894__ak__00166_003.pdf	1894	ak	1	4	
https://pdf.swedeb.se/riksdagen-motions-pdf/1894/mot_1894__ak__00166/mot_1894__ak__00166_003.pdf	1894	ak	1	12	
https://pdf.swedeb.se/riksdagen-motions-pdf/1894/mot_1894__ak__00166/mot_1894__ak__00166_003.pdf	1894	ak	1	31	
https://pdf.swedeb.se/riksdagen-motions-pdf/1894/mot_1894__fk__00005/mot_1894__fk__00005_022.pdf	1894	fk	1	2	
https://pdf.swedeb.se/riksdagen-motions-pdf/1894/mot_1894__fk__00005/mot_1894__fk__00005_022.pdf	1894	fk	1	24	
https://pdf.swedeb.se/riksdagen-motions-pdf/1894/mot_1894__fk__00005/mot_1894__fk__00005_022.pdf	1894	fk	1	25	
https://pdf.swedeb.se/riksdagen-motions-pdf/1894/mot_1894__fk__00005/mot_1894__fk__00005_037.pdf	1894	fk	1	5	
https://pdf.swedeb.se/riksdagen-motions-pdf/1894/mot_1894__fk__00005/mot_1894__fk__00005_037.pdf	1894	fk	1	7	
https://pdf.swedeb.se/riksdagen-motions-pdf/1894/mot_1894__fk__00005/mot_1894__fk__00005_037.pdf	1894	fk	1	11	
https://pdf.swedeb.se/riksdagen-motions-pdf/1894/mot_1894__fk__00021/mot_1894__fk__00021_002.pdf	1894	fk	1	1	
https://pdf.swedeb.se/riksdagen-motions-pdf/1894/mot_1894__fk__00021/mot_1894__fk__00021_002.pdf	1894	fk	1	10	
https://pdf.swedeb.se/riksdagen-motions-pdf/1894/mot_1894__fk__00021/mot_1894__fk__00021_002.pdf	1894	fk	1	27	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__ak__00088/mot_1895__ak__00088_002.pdf	1895	ak	1	3	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__ak__00088/mot_1895__ak__00088_002.pdf	1895	ak	1	29	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__ak__00088/mot_1895__ak__00088_002.pdf	1895	ak	1	30	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__ak__00096/mot_1895__ak__00096_006.pdf	1895	ak	1	2	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__ak__00096/mot_1895__ak__00096_006.pdf	1895	ak	1	12	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__ak__00096/mot_1895__ak__00096_006.pdf	1895	ak	1	21	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__ak__00134/mot_1895__ak__00134_002.pdf	1895	ak	1	18	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__ak__00134/mot_1895__ak__00134_002.pdf	1895	ak	1	22	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__ak__00134/mot_1895__ak__00134_002.pdf	1895	ak	1	26	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__fk__00001/mot_1895__fk__00001_052.pdf	1895	fk	1	14	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__fk__00001/mot_1895__fk__00001_052.pdf	1895	fk	1	19	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__fk__00001/mot_1895__fk__00001_052.pdf	1895	fk	1	20	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__fk__00001/mot_1895__fk__00001_061.pdf	1895	fk	1	27	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__fk__00001/mot_1895__fk__00001_061.pdf	1895	fk	1	33	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__fk__00001/mot_1895__fk__00001_061.pdf	1895	fk	1	36	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__fk__00050/mot_1895__fk__00050_003.pdf	1895	fk	1	2	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__fk__00050/mot_1895__fk__00050_003.pdf	1895	fk	1	24	
https://pdf.swedeb.se/riksdagen-motions-pdf/1895/mot_1895__fk__00050/mot_1895__fk__00050_003.pdf	1895	fk	1	37	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__ak__00084/mot_1896__ak__00084_004.pdf	1896	ak	1	13	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__ak__00084/mot_1896__ak__00084_004.pdf	1896	ak	1	24	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__ak__00084/mot_1896__ak__00084_004.pdf	1896	ak	1	31	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__ak__00087/mot_1896__ak__00087_002.pdf	1896	ak	1	3	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__ak__00087/mot_1896__ak__00087_002.pdf	1896	ak	1	4	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__ak__00087/mot_1896__ak__00087_002.pdf	1896	ak	1	13	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__ak__00102/mot_1896__ak__00102_002.pdf	1896	ak	1	2	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__ak__00102/mot_1896__ak__00102_002.pdf	1896	ak	1	11	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__ak__00102/mot_1896__ak__00102_002.pdf	1896	ak	1	19	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__fk__00042/mot_1896__fk__00042_003.pdf	1896	fk	1	18	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__fk__00042/mot_1896__fk__00042_003.pdf	1896	fk	1	29	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__fk__00042/mot_1896__fk__00042_003.pdf	1896	fk	1	34	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__fk__00053/mot_1896__fk__00053_003.pdf	1896	fk	1	5	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__fk__00053/mot_1896__fk__00053_003.pdf	1896	fk	1	22	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__fk__00053/mot_1896__fk__00053_003.pdf	1896	fk	1	27	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__fk__reg/mot_1896__fk__reg_003.pdf	1896	fk	1	4	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__fk__reg/mot_1896__fk__reg_003.pdf	1896	fk	1	11	
https://pdf.swedeb.se/riksdagen-motions-pdf/1896/mot_1896__fk__reg/mot_1896__fk__reg_003.pdf	1896	fk	1	20	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__ak__00012/mot_1897__ak__00012_016.pdf	1897	ak	1	4	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__ak__00012/mot_1897__ak__00012_016.pdf	1897	ak	1	14	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__ak__00012/mot_1897__ak__00012_016.pdf	1897	ak	1	34	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__ak__00097/mot_1897__ak__00097_003.pdf	1897	ak	1	9	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__ak__00097/mot_1897__ak__00097_003.pdf	1897	ak	1	16	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__ak__00097/mot_1897__ak__00097_003.pdf	1897	ak	1	18	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__ak__00154/mot_1897__ak__00154_048.pdf	1897	ak	1	7	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__ak__00154/mot_1897__ak__00154_048.pdf	1897	ak	1	16	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__ak__00154/mot_1897__ak__00154_048.pdf	1897	ak	1	30	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__fk__00003/mot_1897__fk__00003_018.pdf	1897	fk	1	3	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__fk__00003/mot_1897__fk__00003_018.pdf	1897	fk	1	14	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__fk__00003/mot_1897__fk__00003_018.pdf	1897	fk	1	19	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__fk__00011/mot_1897__fk__00011_005.pdf	1897	fk	1	9	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__fk__00011/mot_1897__fk__00011_005.pdf	1897	fk	1	17	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__fk__00011/mot_1897__fk__00011_005.pdf	1897	fk	1	22	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__fk__00036/mot_1897__fk__00036_001.pdf	1897	fk	1	2	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__fk__00036/mot_1897__fk__00036_001.pdf	1897	fk	1	9	
https://pdf.swedeb.se/riksdagen-motions-pdf/1897/mot_1897__fk__00036/mot_1897__fk__00036_001.pdf	1897	fk	1	11	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__ak__00084/mot_1898__ak__00084_002.pdf	1898	ak	1	12	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__ak__00084/mot_1898__ak__00084_002.pdf	1898	ak	1	24	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__ak__00084/mot_1898__ak__00084_002.pdf	1898	ak	1	33	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__ak__00084/mot_1898__ak__00084_003.pdf	1898	ak	1	2	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__ak__00084/mot_1898__ak__00084_003.pdf	1898	ak	1	28	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__ak__00084/mot_1898__ak__00084_003.pdf	1898	ak	1	34	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__ak__00144/mot_1898__ak__00144_002.pdf	1898	ak	1	18	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__ak__00144/mot_1898__ak__00144_002.pdf	1898	ak	1	30	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__ak__00144/mot_1898__ak__00144_002.pdf	1898	ak	1	38	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__fk__00004/mot_1898__fk__00004_002.pdf	1898	fk	1	14	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__fk__00004/mot_1898__fk__00004_002.pdf	1898	fk	1	17	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__fk__00004/mot_1898__fk__00004_002.pdf	1898	fk	1	22	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__fk__00010/mot_1898__fk__00010_004.pdf	1898	fk	1	12	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__fk__00010/mot_1898__fk__00010_004.pdf	1898	fk	1	14	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__fk__00010/mot_1898__fk__00010_004.pdf	1898	fk	1	26	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__fk__00038/mot_1898__fk__00038_001.pdf	1898	fk	1	8	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__fk__00038/mot_1898__fk__00038_001.pdf	1898	fk	1	10	
https://pdf.swedeb.se/riksdagen-motions-pdf/1898/mot_1898__fk__00038/mot_1898__fk__00038_001.pdf	1898	fk	1	12	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__ak__00033/mot_1899__ak__00033_002.pdf	1899	ak	1	12	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__ak__00033/mot_1899__ak__00033_002.pdf	1899	ak	1	17	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__ak__00033/mot_1899__ak__00033_002.pdf	1899	ak	1	36	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__ak__00116/mot_1899__ak__00116_002.pdf	1899	ak	1	21	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__ak__00116/mot_1899__ak__00116_002.pdf	1899	ak	1	29	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__ak__00116/mot_1899__ak__00116_002.pdf	1899	ak	1	37	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__ak__00223/mot_1899__ak__00223_002.pdf	1899	ak	1	17	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__ak__00223/mot_1899__ak__00223_002.pdf	1899	ak	1	23	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__ak__00223/mot_1899__ak__00223_002.pdf	1899	ak	1	40	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__fk__00018/mot_1899__fk__00018_003.pdf	1899	fk	1	11	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__fk__00018/mot_1899__fk__00018_003.pdf	1899	fk	1	17	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__fk__00018/mot_1899__fk__00018_003.pdf	1899	fk	1	29	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__fk__00029/mot_1899__fk__00029_017.pdf	1899	fk	1	12	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__fk__00029/mot_1899__fk__00029_017.pdf	1899	fk	1	13	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__fk__00029/mot_1899__fk__00029_017.pdf	1899	fk	1	28	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__fk__00035/mot_1899__fk__00035_001.pdf	1899	fk	1	3	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__fk__00035/mot_1899__fk__00035_001.pdf	1899	fk	1	5	
https://pdf.swedeb.se/riksdagen-motions-pdf/1899/mot_1899__fk__00035/mot_1899__fk__00035_001.pdf	1899	fk	1	8	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__ak__00001/mot_1900__ak__00001_003.pdf	1900	ak	1	12	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__ak__00001/mot_1900__ak__00001_003.pdf	1900	ak	1	17	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__ak__00001/mot_1900__ak__00001_003.pdf	1900	ak	1	38	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__ak__00031/mot_1900__ak__00031_005.pdf	1900	ak	1	5	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__ak__00031/mot_1900__ak__00031_005.pdf	1900	ak	1	15	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__ak__00031/mot_1900__ak__00031_005.pdf	1900	ak	1	24	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__ak__00152/mot_1900__ak__00152_059.pdf	1900	ak	1	12	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__ak__00152/mot_1900__ak__00152_059.pdf	1900	ak	1	20	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__ak__00152/mot_1900__ak__00152_059.pdf	1900	ak	1	22	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__fk__00021/mot_1900__fk__00021_021.pdf	1900	fk	1	5	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__fk__00021/mot_1900__fk__00021_021.pdf	1900	fk	1	7	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__fk__00021/mot_1900__fk__00021_021.pdf	1900	fk	1	11	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__fk__00024/mot_1900__fk__00024_001.pdf	1900	fk	1	13	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__fk__00024/mot_1900__fk__00024_001.pdf	1900	fk	1	19	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__fk__00024/mot_1900__fk__00024_001.pdf	1900	fk	1	24	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__fk__00031/mot_1900__fk__00031_006.pdf	1900	fk	1	19	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__fk__00031/mot_1900__fk__00031_006.pdf	1900	fk	1	26	
https://pdf.swedeb.se/riksdagen-motions-pdf/1900/mot_1900__fk__00031/mot_1900__fk__00031_006.pdf	1900	fk	1	30	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__ak__00016/mot_1901__ak__00016_004.pdf	1901	ak	1	7	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__ak__00016/mot_1901__ak__00016_004.pdf	1901	ak	1	15	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__ak__00016/mot_1901__ak__00016_004.pdf	1901	ak	1	17	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__ak__00044/mot_1901__ak__00044_002.pdf	1901	ak	1	10	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__ak__00044/mot_1901__ak__00044_002.pdf	1901	ak	1	17	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__ak__00044/mot_1901__ak__00044_002.pdf	1901	ak	1	19	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__ak__00094/mot_1901__ak__00094_025.pdf	1901	ak	1	1	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__ak__00094/mot_1901__ak__00094_025.pdf	1901	ak	1	2	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__ak__00094/mot_1901__ak__00094_025.pdf	1901	ak	1	7	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__fk__00012/mot_1901__fk__00012_014.pdf	1901	fk	1	10	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__fk__00012/mot_1901__fk__00012_014.pdf	1901	fk	1	11	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__fk__00012/mot_1901__fk__00012_014.pdf	1901	fk	1	18	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__fk__00013/mot_1901__fk__00013_004.pdf	1901	fk	1	7	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__fk__00013/mot_1901__fk__00013_004.pdf	1901	fk	1	24	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__fk__00013/mot_1901__fk__00013_004.pdf	1901	fk	1	32	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__fk__00030/mot_1901__fk__00030_001.pdf	1901	fk	1	5	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__fk__00030/mot_1901__fk__00030_001.pdf	1901	fk	1	6	
https://pdf.swedeb.se/riksdagen-motions-pdf/1901/mot_1901__fk__00030/mot_1901__fk__00030_001.pdf	1901	fk	1	15	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__ak__00012/mot_1902__ak__00012_005.pdf	1902	ak	1	11	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__ak__00012/mot_1902__ak__00012_005.pdf	1902	ak	1	13	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__ak__00012/mot_1902__ak__00012_005.pdf	1902	ak	1	35	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__ak__00108/mot_1902__ak__00108_001.pdf	1902	ak	1	6	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__ak__00108/mot_1902__ak__00108_001.pdf	1902	ak	1	10	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__ak__00108/mot_1902__ak__00108_001.pdf	1902	ak	1	23	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__ak__00197/mot_1902__ak__00197_010.pdf	1902	ak	1	16	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__ak__00197/mot_1902__ak__00197_010.pdf	1902	ak	1	30	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__ak__00197/mot_1902__ak__00197_010.pdf	1902	ak	1	36	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__fk__00012/mot_1902__fk__00012_011.pdf	1902	fk	1	4	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__fk__00012/mot_1902__fk__00012_011.pdf	1902	fk	1	5	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__fk__00012/mot_1902__fk__00012_011.pdf	1902	fk	1	19	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__fk__00038/mot_1902__fk__00038_001.pdf	1902	fk	1	8	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__fk__00038/mot_1902__fk__00038_001.pdf	1902	fk	1	20	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__fk__00038/mot_1902__fk__00038_001.pdf	1902	fk	1	26	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__fk__00038/mot_1902__fk__00038_005.pdf	1902	fk	1	8	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__fk__00038/mot_1902__fk__00038_005.pdf	1902	fk	1	19	
https://pdf.swedeb.se/riksdagen-motions-pdf/1902/mot_1902__fk__00038/mot_1902__fk__00038_005.pdf	1902	fk	1	24	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__ak__00074/mot_1903__ak__00074_003.pdf	1903	ak	1	14	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__ak__00074/mot_1903__ak__00074_003.pdf	1903	ak	1	19	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__ak__00074/mot_1903__ak__00074_003.pdf	1903	ak	1	24	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__ak__00116/mot_1903__ak__00116_005.pdf	1903	ak	1	3	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__ak__00116/mot_1903__ak__00116_005.pdf	1903	ak	1	17	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__ak__00116/mot_1903__ak__00116_005.pdf	1903	ak	1	20	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__ak__00197/mot_1903__ak__00197_016.pdf	1903	ak	1	3	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__ak__00197/mot_1903__ak__00197_016.pdf	1903	ak	1	9	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__ak__00197/mot_1903__ak__00197_016.pdf	1903	ak	1	14	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__fk__00001/mot_1903__fk__00001_006.pdf	1903	fk	1	12	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__fk__00001/mot_1903__fk__00001_006.pdf	1903	fk	1	35	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__fk__00001/mot_1903__fk__00001_006.pdf	1903	fk	1	36	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__fk__00016/mot_1903__fk__00016_001.pdf	1903	fk	1	7	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__fk__00016/mot_1903__fk__00016_001.pdf	1903	fk	1	11	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__fk__00016/mot_1903__fk__00016_001.pdf	1903	fk	1	13	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__fk__00024/mot_1903__fk__00024_012.pdf	1903	fk	1	2	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__fk__00024/mot_1903__fk__00024_012.pdf	1903	fk	1	8	
https://pdf.swedeb.se/riksdagen-motions-pdf/1903/mot_1903__fk__00024/mot_1903__fk__00024_012.pdf	1903	fk	1	10	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__ak__00005/mot_1904__ak__00005_007.pdf	1904	ak	1	18	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__ak__00005/mot_1904__ak__00005_007.pdf	1904	ak	1	33	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__ak__00005/mot_1904__ak__00005_007.pdf	1904	ak	1	35	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__ak__00181/mot_1904__ak__00181_016.pdf	1904	ak	1	7	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__ak__00181/mot_1904__ak__00181_016.pdf	1904	ak	1	17	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__ak__00181/mot_1904__ak__00181_016.pdf	1904	ak	1	38	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__ak__00203/mot_1904__ak__00203_008.pdf	1904	ak	1	1	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__ak__00203/mot_1904__ak__00203_008.pdf	1904	ak	1	7	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__ak__00203/mot_1904__ak__00203_008.pdf	1904	ak	1	37	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__fk__00004/mot_1904__fk__00004_037.pdf	1904	fk	1	20	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__fk__00004/mot_1904__fk__00004_037.pdf	1904	fk	1	28	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__fk__00004/mot_1904__fk__00004_037.pdf	1904	fk	1	30	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__fk__00027/mot_1904__fk__00027_001.pdf	1904	fk	1	4	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__fk__00027/mot_1904__fk__00027_001.pdf	1904	fk	1	10	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__fk__00027/mot_1904__fk__00027_001.pdf	1904	fk	1	14	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__fk__00042/mot_1904__fk__00042_004.pdf	1904	fk	1	18	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__fk__00042/mot_1904__fk__00042_004.pdf	1904	fk	1	27	
https://pdf.swedeb.se/riksdagen-motions-pdf/1904/mot_1904__fk__00042/mot_1904__fk__00042_004.pdf	1904	fk	1	32	
https://pdf.swedeb.se/riksdagen-motions-pdf/1905/mot_1905__ak__00153/mot_1905__ak__00153_002.pdf	1905	ak	1	9	
https://pdf.swedeb.se/riksdagen-motions-pdf/1905/mot_1905__ak__00153/mot_1905__ak__00153_002.pdf	1905	ak	1	15	
https://pdf.swedeb.se/riksdagen-motions-pdf/1905/mot_1905__ak__00153/mot_1905__ak__00153_002.pdf	1905	ak	1	21	
https://pdf.swedeb.se/riksdagen-motions-pdf/1905/mot_1905__ak__00214/mot_1905__ak__00214_011.pdf	1905	ak	1	1	
https://pdf.swedeb.se/riksdagen-motions-pdf/1905/mot_1905__ak__00214/mot_1905__ak__00214_011.pdf	1905	ak	1	2	
https://pdf.swedeb.se/riksdagen-motions-pdf/1905/mot_1905__ak__00214/mot_1905__ak__00214_011.pdf	1905	ak	1	6	
https://pdf.swedeb.se/riksdagen-motions-pdf/1905/mot_1905__ak__00248/mot_1905__ak__00248_023.pdf	1905	ak	1	7	
