motion;docdate
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1941/mot-1941--fk--00141.xml;Stockholm den 22 januari 1941.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1942/mot-1942--ak--00369.xml;Stockholm den 22 maj 1942.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1942/mot-1942--fk--00215.xml;Stockholm den 23 mars 1942.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1942/mot-1942--fk--00265.xml;Stockholm den 27 maj 1942.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1943/mot-1943--ak--00249.xml;Stockholm den 24 januari 1943.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1943/mot-1943--ak--00312.xml;Stockholm den 17 mars 1943.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1943/mot-1943--fk--00056.xml;Stockholm den 20 januari 1943.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1944/mot-1944--ak--00111.xml;Stockholm den 19 januari 1944.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1944/mot-1944--ak--00160.xml;Stockholm den 20 januari 1944.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1944/mot-1944--ak--00260.xml;Stockholm den 22 januari 1944.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1945/mot-1945--ak--00070.xml;Stockholm i januari 1945.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1945/mot-1945--ak--00243.xml;Stockholm den             22 januari 1945.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1945/mot-1945-höst-fk--00416.xml;Stockholm den 31 oktober 19453.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1946/mot-1946--ak--00030.xml;Stockholm den 16 januari 1946.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1946/mot-1946--ak--00046.xml;Stockholm den 17 januari 1946.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1946/mot-1946--ak--00137.xml;Stockholm den 18 januari 1946.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1947/mot-1947--ak--00422.xml;Stockholm den 6 maj 1947.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1947/mot-1947--fk--00094.xml;Stockholm den 23 januari 1947.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1947/mot-1947--fk--00197.xml;Stockholm den             23 januari 1947.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1948/mot-1948--ak--00077.xml;Stockholm             den 19 januari 1948.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1948/mot-1948--ak--00209.xml;Stockholm den 22 januari 1948.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1948/mot-1948--fk--00397.xml;Stockholm den 25 maj 1948.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1949/mot-1949--ak--00353.xml;Stockholm den 2 april 1949.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1949/mot-1949--fk--00111.xml;Stockholm i januari 1949.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1949/mot-1949--fk--00164.xml;Stockholm den 22 januari 1949.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1950/mot-1950--ak--00312.xml;Stockholm den 26 januari 1950.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1950/mot-1950--fk--00428.xml;Stockholm den 29 mars 1950.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1950/mot-1950-höst-ak--00633.xml;Stockholm den 31 oktober 1950.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1951/mot-1951--ak--00225.xml;Stockholm             den 25 januari 1951.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1951/mot-1951--fk--00167.xml;Stockholm den 25 januari 1951.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1951/mot-1951--fk--00395.xml;Stockholm i april 1951.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1952/mot-1952--ak--00551.xml;Stockholm den 2 april 1952.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1952/mot-1952--fk--00180.xml;Stockholm i januari 1952.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1952/mot-1952--fk--00418.xml;Uppsala den 2 april 1952.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1953/mot-1953--ak--00352.xml;Stockholm den 27 januari 1953.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1953/mot-1953--fk--00389.xml;Göteborg den 31 mars 1953.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1953/mot-1953--fk--00465.xml;Stockholm den 22 april 1953.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1954/mot-1954--ak--00003.xml;Stockholm den 13 januari 1954.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1954/mot-1954--ak--00118.xml;Stockholm den 26 januari 1954.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1954/mot-1954--fk--00372.xml;Stockholm den 27 januari 1954.
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1955/mot-1955--ak--00300.xml;Stockholm den 26 januari 1955
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1955/mot-1955--ak--00472.xml;Stockholm den 29 januari 1955
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1955/mot-1955--fk--00249.xml;Stockholm den 26 januari 1955
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1956/mot-1956--fk--00001.xml;Stockholm den             12 januari 1956
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1956/mot-1956--fk--00250.xml;Stockholm den 26 januari 1956
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1956/mot-1956-höst-fk--00625.xml;Stockholm den 7 november 1956
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1957/mot-1957--ak--00502.xml;Stockholm den 25 februari 1957
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1957/mot-1957--fk--00153.xml;Stockholm i januari 1957
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1957/mot-1957--fk--00415.xml;Stockholm den             12 mars 1957
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1958/mot-1958-b-ak--00002.xml;Stockholm den 18 juni 1958
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1958/mot-1958-b-ak--00179.xml;Stockholm den 2 juli 1958
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1958/mot-1958-b-fk--00164.xml;Stockholm den 3 juli 1958
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1959/mot-1959--ak--00122.xml;Stockholm den 20 januari 1959
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1959/mot-1959--ak--00473.xml;Stockholm den 17 februari 1959
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1959/mot-1959-höst-ak--00708.xml;Stockholm den 10 november 1959
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1960/mot-1960--ak--00448.xml;Stockholm             den 27 januari 1960
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1960/mot-1960--ak--00726.xml;Stockholm den 29 mars 1960
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1960/mot-1960--fk--00415.xml;Stockholm den 27 januari 1960
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1961/mot-1961--ak--00594.xml;Stockholm den 26 januari 1961
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1961/mot-1961--fk--00181.xml;Stockholm den             25 januari 1961
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1961/mot-1961--fk--00666.xml;Stockholm den 9 maj 1961
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1962/mot-1962--ak--00004.xml;Stockholm den 12 januari 1962
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1962/mot-1962--ak--00494.xml;Stockholm             den 26 januari 1962
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1962/mot-1962--fk--00070.xml;Stockholm den 22 januari 1962
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1963/mot-1963--ak--00124.xml;Stockholm den 23 januari 1963
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1963/mot-1963--fk--00282.xml;Stockholm den 24 januari 1963
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1963/mot-1963--fk--00548.xml;Stockholm den             26 januari 1963
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1964/mot-1964--ak--00050.xml;Stockholm den 15 januari 1964
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1964/mot-1964--fk--00576.xml;Stockholm den 25 januari 1964
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1964/mot-1964--fk--00824.xml;Stockholm den 12 maj 1964
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1965/mot-1965--ak--00891.xml;Stockholm den 18 maj 1965
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1965/mot-1965--fk--00396.xml;Stockholm den             27 januari 1965
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1965/mot-1965--fk--00616.xml;Stockholm den 9 februari 1965
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1966/mot-1966--ak--00894.xml;Stockholm den 26 april 1966
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1966/mot-1966--fk--00014.xml;Stockholm den 12 januari 1966
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1966/mot-1966--fk--00298.xml;Stockholm den 25 januari 1966
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1967/mot-1967--ak--00139.xml;Stockholm i januari 1967
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1967/mot-1967--ak--00651.xml;Stockholm den 25 januari 1967
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1967/mot-1967--ak--00704.xml;Stockholm             den 26 januari 1967
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1968/mot-1968--ak--00070.xml;Stockholm den 16 januari 1968
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1968/mot-1968--fk--00140.xml;Stockholm den             19 januari 1968
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1968/mot-1968--fk--00735.xml;-
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1969/mot-1969--ak--00240.xml;Stockholm den 23 januari 1969
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1969/mot-1969--ak--00485.xml;Stockholm den 24 januari 1969
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1969/mot-1969--fk--00511.xml;Stockholm den 28 januari 1969
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1970/mot-1970--ak--00551.xml;Stockholm den 28 januari 1970
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1970/mot-1970--ak--00570.xml;Stockholm den 28 januari 1970
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1970/mot-1970--ak--01072.xml;Stockholm den 28 januari 1970
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1971/mot-1971--01121.xml;Stockholm den 26 januari 1971
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1971/mot-1971--01175.xml;Stockholm den 27 januari 1971
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1971/mot-1971--01436.xml;Stockholm den 27 april 1971
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1972/mot-1972--00770.xml;Stockholm den 26 januari 1972
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1972/mot-1972--01545.xml; Stockholm den 4 april 1972
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1972/mot-1972--01698.xml;Stockholm den 9 maj 1972
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1973/mot-1973--00268.xml;Stockholm den 19 januari 1973
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1973/mot-1973--01680.xml;Stockholm den 30 mars 1973
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1973/mot-1973--02004.xml;Stockholm den 25 maj 1973
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1974/mot-1974--00804.xml;Stockholm den 24 januari 1974
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1974/mot-1974--01552.xml;Stockholm den 25 januari 1974
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1974/mot-1974--01947.xml;Stockholm den 14 november 1974
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1975/mot-1975--00190.xml; Stockholm den 14 november 1974
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1975/mot-1975--01446.xml;Stockholm den 27 januari 1975
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1975/mot-1975--01730.xml;   Stockholm den 27 januari 1975
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197576/mot-197576--00169.xml; Stockholm den 12 januari 1976
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197576/mot-197576--00172.xml;Stockholm den 12 januari 1976
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197576/mot-197576--00669.xml;Stockholm den 20 januari 1976
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197677/mot-197677--00446.xml;Stockholm den 24 januari 1977
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197677/mot-197677--00580.xml;Stockholm den 25 januari 1977
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197677/mot-197677--01174.xml;Stockholm den 25 januari 1977
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197778/mot-197778--01194.xml;Stockholm den 24 januari 1978
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197778/mot-197778--01674.xml; Stockholm den 25 januari 1978
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197778/mot-197778--01680.xml;Stockholm den 25 januari 1978
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197879/mot-197879--00184.xml;Stockholm den 13 december 1978
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197879/mot-197879--01098.xml;Stockholm den 24 januari 1979
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197879/mot-197879--01699.xml;Stockholm den 25 januari 1979
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197980/mot-197980--00440.xml;Stockholm den 18 januari 1980
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197980/mot-197980--01403.xml;Stockholm den 24 januari 1980
https://github.com/swerik-project/riksdagen-motions/blob/main/data/197980/mot-197980--01667.xml;Stockholm den 25 januari 1980
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198081/mot-198081--00047.xml;Stockholm den 27 januari 1981
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198081/mot-198081--01117.xml;Stockholm den 27 januari 1981
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198081/mot-198081--01563.xml;Stockholm den 27 januari 1981
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198182/mot-198182--00505.xml;Stockholm den 20 januari 1982
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198182/mot-198182--01603.xml;Stockholm den 25 januari 1982
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198182/mot-198182--02199.xml;Stockholm den 18 mars 1982
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198283/mot-198283--00924.xml;Stockholm den 24 januari 1983
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198283/mot-198283--01923.xml;Stockholm den 24 januari 1983
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198283/mot-198283--01943.xml;Stockholm den 25 januari 1983
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198384/mot-198384--00505.xml;Stockholm den 17 januari 1984
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198384/mot-198384--00669.xml;Stockholm den 18 januari 1984
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198384/mot-198384--02866.xml;Stockholm den 24 april 1984
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198485/mot-198485--01049.xml;Stockholm den 20 januari 1985
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198485/mot-198485--01945.xml;Stockholm den 25 januari 1985
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198485/mot-198485--02227.xml;Stockholm den 24 januari 1985
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198586/mot-198586--00181.xml;Stockholm den 21 november 1985
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198586/mot-198586--00580.xml;Stockholm den 12 maj 1986
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198586/mot-198586-kru-00338.xml;Stockholm den 27 januari 1986
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198687/mot-198687-KrU-00317.xml;Stockholm den 27 januari 1987
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198687/mot-198687-NU-00144.xml;Stockholm den 11 mars 1987
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198687/mot-198687-TU-00216.xml;Stockholm den 26 januari 1987
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198788/mot-198788-KrU-00264.xml;Stockholm i januari 1988
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198788/mot-198788-SoU-00426.xml;Stockholm den 20 januari 1988
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198788/mot-198788-UbU-00628.xml;Stockholm den 26 januari 1988
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198889/mot-198889-KU-00815.xml;Stockholm den 24 januari 1989
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198889/mot-198889-SfU-00519.xml;Stockholm den 24 januari 1989
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198889/mot-198889-SkU-00328.xml;Stockholm den 18 januari 1989
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198990/mot-198990-KrU-00291.xml;Stockholm den 25 januari 1990
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198990/mot-198990-NU-00483.xml;Stockholm den 25 januari 1990
https://github.com/swerik-project/riksdagen-motions/blob/main/data/198990/mot-198990-TU-00332.xml;Stockholm den 24 januari 1990
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199091/mot-199091-KU-00219.xml;Stockholm den 18 januari 1991
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199091/mot-199091-SoU-00096.xml;Stockholm den 6 maj 1991
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199091/mot-199091-TU-00547.xml;Stockholm den 25 januari 1991
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199192/mot-199192-BoU-00238.xml;Stockholm den 26 januari 1992
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199192/mot-199192-TU-00310.xml;Stockholm den 21 januari 1992
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199192/mot-199192-UbU-00482.xml;Stockholm den 27 januari 1992
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199293/mot-199293-TU-00205.xml;Stockholm den 20 januari 1992
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199293/mot-199293-UU-00623.xml;Stockholm den 24 januari 1993
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199293/mot-199293-UbU-00451.xml;Stockholm den 21 januari 1993
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199394/mot-199394-AU-00445.xml;Stockholm den 25 januari 1994
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199394/mot-199394-KrU-00297.xml;Stockholm den 25 januari 1994
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199394/mot-199394-KrU-00306.xml;Stockholm den 25 januari 1994
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199495/mot-199495-AU-00803.xml;Stockholm den 21 januari 1995
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199495/mot-199495-NU-00428.xml;Stockholm den 25 januari 1995
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199495/mot-199495-UbU-00035.xml;Stockholm den 9 mars 1995
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199596/mot-199596-FiU-00115.xml;Stockholm den 17 juni 1996
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199596/mot-199596-NU-00030.xml;Stockholm den 28 mars 1996
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199596/mot-199596-SkU-00009.xml;Stockholm den 20 oktober 1995
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199697/mot-199697-FiU-00407.xml;Stockholm den 4 oktober 1996
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199697/mot-199697-FöU-00049.xml;Stockholm den 4 oktober 1996
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199697/mot-199697-JoU-00520.xml;Stockholm den 4 oktober 1996
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199798/mot-199798-AU-00433.xml;Stockholm den 5 oktober 1997
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199798/mot-199798-JoU-00072.xml;Stockholm den 29 maj 1998
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199798/mot-199798-UbU-00712.xml;Stockholm den 3 oktober 1997
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199899/mot-199899-KU-00027.xml;Stockholm den 11 augusti 1999
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199899/mot-199899-TU-00515.xml;Stockholm den 27 oktober 1998
https://github.com/swerik-project/riksdagen-motions/blob/main/data/199899/mot-199899-UU-00620.xml;Stockholm den 28 oktober 1998
https://github.com/swerik-project/riksdagen-motions/blob/main/data/19992000/mot-19992000-AU-00270.xml;Stockholm den 3 oktober 1999
https://github.com/swerik-project/riksdagen-motions/blob/main/data/19992000/mot-19992000-SkU-00757.xml;Stockholm den 3 oktober 1999
https://github.com/swerik-project/riksdagen-motions/blob/main/data/19992000/mot-19992000-TU-00522.xml;Stockholm den 4 oktober 1999
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200001/mot-200001-SfU-00236.xml;Stockholm den 3 oktober 2000
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200001/mot-200001-SkU-00690.xml;Stockholm den 2 oktober 2000
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200001/mot-200001-TU-00704.xml;Stockholm den 1 oktober 2000
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200102/mot-200102-MJU-00448.xml;Stockholm den 3 oktober 2001
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200102/mot-200102-SkU-00459.xml;Stockholm den 4 oktober 2001
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200102/mot-200102-UbU-00324.xml;Stockholm den 3 oktober 2001
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200203/mot-200203-MJU-00445.xml;Stockholm den 9 oktober 2002
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200203/mot-200203-MJU-00474.xml;Stockholm den 23 oktober 2002
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200203/mot-200203-UU-00236.xml;Stockholm den 18 oktober 2002
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200304/mot-200304-JuU-00207.xml;Stockholm den 16 september 2003
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200304/mot-200304-SoU-00221.xml;Stockholm den 25 september 2003
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200304/mot-200304-SoU-00561.xml;Stockholm den 25 september 2003
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200405/mot-200405-KU-00220.xml;Stockholm den 20 september 2004
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200405/mot-200405-NU-00346.xml;Stockholm den 4 oktober 2004
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200405/mot-200405-NU-00426.xml;Stockholm den 4 oktober 2004
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200506/mot-200506-MJU-00535.xml;Stockholm den 4 oktober 2005
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200506/mot-200506-UU-00269.xml;Stockholm den 3 oktober 2005
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200506/mot-200506-UbU-00329.xml;Stockholm den 29 september 2005
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200607/mot-200607-KU-00274.xml;Stockholm den 26 september 2008
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200607/mot-200607-SfU-00213.xml;Stockholm den 18 oktober 2006
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200607/mot-200607-UU-00009.xml;Stockholm den 11 april 2007
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200708/mot-200708-SfU-00326.xml;Stockholm den 27 september 2007
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200708/mot-200708-TU-00392.xml;Stockholm den 2 oktober 2007
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200708/mot-200708-UU-00332.xml;Stockholm den 4 oktober 2007
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200809/mot-200809-CU-00448.xml;Stockholm den 7 oktober 2008
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200809/mot-200809-KU-00267.xml;Stockholm den 1 oktober 2008
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200809/mot-200809-SoU-00226.xml;Stockholm den 26 september 2008
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200910/mot-200910-KU-00391.xml;Stockholm den 30 september 2009
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200910/mot-200910-NU-00425.xml;Stockholm den 2 oktober 2009
https://github.com/swerik-project/riksdagen-motions/blob/main/data/200910/mot-200910-UU-00272.xml;Stockholm den 3 oktober 2009
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201011/mot-201011-CU-00213.xml;Stockholm den 19 oktober 2010
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201011/mot-201011-KrU-00336.xml;Stockholm den 26 oktober 2010
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201011/mot-201011-UU-00264.xml;Stockholm den 22 oktober 2010
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201112/mot-201112-AU-00263.xml;Stockholm den 30 september 2011
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201112/mot-201112-FöU-00240.xml;Stockholm den 5 oktober 2011
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201112/mot-201112-MJU-00269.xml;Stockholm den 2 oktober 2011
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201213/mot-201213-AU-00386.xml;Stockholm den 4 oktober 2012
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201213/mot-201213-MJU-00287.xml;Stockholm den 1 oktober 2012
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201213/mot-201213-NU-00332.xml;Stockholm den 3 oktober 2012
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201314/mot-201314-MJU-00229.xml;Stockholm den 27 september 2013
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201314/mot-201314-NU-00284.xml;Stockholm den 30 september 2013
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201314/mot-201314-NU-00299.xml;Stockholm den 30 september 2013
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201415/mot-201415-NU-02749.xml;Stockholm den 27 september 2013
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201415/mot-201415-NU-03098.xml;2015-06-09 1
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201415/mot-201415-SoU-02352.xml;2014-11-10
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201516/mot-201516-AU-02806.xml;2015-10-05
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201516/mot-201516-KrU-00050.xml;2015-09-23
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201516/mot-201516-UbU-01921.xml;2015-10-05
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201617/mot-201617-JuU-03177.xml;2016-10-05
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201617/mot-201617-NU-01301.xml;2016-10-04
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201617/mot-201617-UbU-00282.xml;2016-09-29
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201718/mot-201718-MJU-00824.xml;2017-09-29
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201718/mot-201718-MJU-01181.xml;2017-10-02
