file,parliament_year,chamber,n_lines,n_cols
https://pdf.swedeb.se/riksdagen-motions-pdf/1966/mot_1966__fk__00193/mot_1966__fk__00193_003.pdf,1966,fk,30,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1966/mot_1966__fk__00154/mot_1966__fk__00154_001.pdf,1966,fk,24,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1967/mot_1967__ak__00321/mot_1967__ak__00321.pdf,1967,ak,,
https://pdf.swedeb.se/riksdagen-motions-pdf/1967/mot_1967__ak__00330/mot_1967__ak__00330.pdf,1967,ak,,
https://pdf.swedeb.se/riksdagen-motions-pdf/1967/mot_1967__ak__00280/mot_1967__ak__00280.pdf,1967,ak,,
https://pdf.swedeb.se/riksdagen-motions-pdf/1967/mot_1967__fk__00305/mot_1967__fk__00305.pdf,1967,fk,,
https://pdf.swedeb.se/riksdagen-motions-pdf/1967/mot_1967_höst_fk__00928/mot_1967_höst_fk__00928.pdf,1967,fk,,
https://pdf.swedeb.se/riksdagen-motions-pdf/1967/mot_1967__fk__00520/mot_1967__fk__00520.pdf,1967,fk,,
https://pdf.swedeb.se/riksdagen-motions-pdf/1968/mot_1968__ak__00371/mot_1968__ak__00371_001.pdf,1968,ak,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1968/mot_1968__ak__00622/mot_1968__ak__00622.pdf,1968,ak,12,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1968/mot_1968__ak__00996/mot_1968__ak__00996_003.pdf,1968,ak,26,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1968/mot_1968__fk__00378/mot_1968__fk__00378_001.pdf,1968,fk,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1968/mot_1968__fk__00561/mot_1968__fk__00561_004.pdf,1968,fk,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1968/mot_1968__fk__00636/mot_1968__fk__00636.pdf,1968,fk,19,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1969/mot_1969__ak__00038/mot_1969__ak__00038_001.pdf,1969,ak,7,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1969/mot_1969__ak__00443/mot_1969__ak__00443_001.pdf,1969,ak,31,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1969/mot_1969__ak__00287/mot_1969__ak__00287_001.pdf,1969,ak,35,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1969/mot_1969__fk__00957/mot_1969__fk__00957_001.pdf,1969,fk,29,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1969/mot_1969__fk__00569/mot_1969__fk__00569.pdf,1969,fk,12,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1969/mot_1969__fk__00138/mot_1969__fk__00138.pdf,1969,fk,16,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1970/mot_1970__ak__00175/mot_1970__ak__00175_001.pdf,1970,ak,33,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1970/mot_1970_höst_ak__01465/mot_1970_höst_ak__01465_002.pdf,1970,ak,34,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1970/mot_1970__ak__01232/mot_1970__ak__01232_010.pdf,1970,ak,31,2
https://pdf.swedeb.se/riksdagen-motions-pdf/1970/mot_1970__fk__00044/mot_1970__fk__00044_004.pdf,1970,fk,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1970/mot_1970__fk__00720/mot_1970__fk__00720_001.pdf,1970,fk,12,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1970/mot_1970_höst_fk__01253/mot_1970_höst_fk__01253_002.pdf,1970,fk,11,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1971/mot_1971__01068/mot_1971__01068_002.pdf,1971,ek,7,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1971/mot_1971__00245/mot_1971__00245_003.pdf,1971,ek,35,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1971/mot_1971__00406/mot_1971__00406_001.pdf,1971,ek,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1972/mot_1972__01865/mot_1972__01865_001.pdf,1972,ek,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1972/mot_1972__00271/mot_1972__00271_003.pdf,1972,ek,34,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1972/mot_1972__01841/mot_1972__01841_005.pdf,1972,ek,46,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1973/mot_1973__00687/mot_1973__00687_001.pdf,1973,ek,,
https://pdf.swedeb.se/riksdagen-motions-pdf/1973/mot_1973__00568/mot_1973__00568_003.pdf,1973,ek,,
https://pdf.swedeb.se/riksdagen-motions-pdf/1973/mot_1973__01653/mot_1973__01653_001.pdf,1973,ek,,
https://pdf.swedeb.se/riksdagen-motions-pdf/1974/mot_1974__01035/mot_1974__01035_002.pdf,1974,ek,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1974/mot_1974__01425/mot_1974__01425_001.pdf,1974,ek,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1974/mot_1974__01154/mot_1974__01154_001.pdf,1974,ek,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1975/mot_1975__01247/mot_1975__01247_002.pdf,1975,ek,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1975/mot_1975__01170/mot_1975__01170_006.pdf,1975,ek,16,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1975/mot_1975__01364/mot_1975__01364_001.pdf,1975,ek,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/1980/mot_1980_urtima_00001/mot_1980_urtima_00001_011.pdf,1980,ek,,
https://pdf.swedeb.se/riksdagen-motions-pdf/1980/mot_1980_urtima_00001/mot_1980_urtima_00001_007.pdf,1980,ek,,
https://pdf.swedeb.se/riksdagen-motions-pdf/1980/mot_1980_urtima_00002/mot_1980_urtima_00002_007.pdf,1980,ek,,
https://pdf.swedeb.se/riksdagen-motions-pdf/197576/mot_197576__00198/mot_197576__00198_001.pdf,197576,ek,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/197576/mot_197576__01633/mot_197576__01633_001.pdf,197576,ek,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/197576/mot_197576__00982/mot_197576__00982_002.pdf,197576,ek,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/197677/mot_197677__00924/mot_197677__00924_001.pdf,197677,ek,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/197677/mot_197677__00098/mot_197677__00098_002.pdf,197677,ek,14,1
https://pdf.swedeb.se/riksdagen-motions-pdf/197677/mot_197677__00115/mot_197677__00115_001.pdf,197677,ek,30,1
https://pdf.swedeb.se/riksdagen-motions-pdf/197778/mot_197778__01957/mot_197778__01957_005.pdf,197778,ek,,
https://pdf.swedeb.se/riksdagen-motions-pdf/197778/mot_197778__01879/mot_197778__01879.pdf,197778,ek,,
https://pdf.swedeb.se/riksdagen-motions-pdf/197778/mot_197778__01005/mot_197778__01005_001.pdf,197778,ek,,
https://pdf.swedeb.se/riksdagen-motions-pdf/197879/mot_197879__02065/mot_197879__02065_011.pdf,197879,ek,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/197879/mot_197879__02110/mot_197879__02110_002.pdf,197879,ek,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/197879/mot_197879__00753/mot_197879__00753_002.pdf,197879,ek,24,1
https://pdf.swedeb.se/riksdagen-motions-pdf/197980/mot_197980__00269/mot_197980__00269_002.pdf,197980,ek,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/197980/mot_197980__01440/mot_197980__01440_001.pdf,197980,ek,27,1
https://pdf.swedeb.se/riksdagen-motions-pdf/197980/mot_197980__00345/mot_197980__00345_003.pdf,197980,ek,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198081/mot_198081__01928/mot_198081__01928_001.pdf,198081,ek,34,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198081/mot_198081__01050/mot_198081__01050_001.pdf,198081,ek,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198081/mot_198081__01252/mot_198081__01252_022.pdf,198081,ek,44,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198182/mot_198182__00102/mot_198182__00102_002.pdf,198182,ek,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198182/mot_198182__00326/mot_198182__00326_001.pdf,198182,ek,17,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198182/mot_198182__01202/mot_198182__01202_002.pdf,198182,ek,28,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198283/mot_198283__01209/mot_198283__01209_002.pdf,198283,ek,9,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198283/mot_198283__01910/mot_198283__01910_002.pdf,198283,ek,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198283/mot_198283__02140/mot_198283__02140_036.pdf,198283,ek,24,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198384/mot_198384__00948/mot_198384__00948_002.pdf,198384,ek,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198384/mot_198384__02567/mot_198384__02567_007.pdf,198384,ek,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198384/mot_198384__00275/mot_198384__00275_010.pdf,198384,ek,46,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198485/mot_198485__02817/mot_198485__02817_001.pdf,198485,ek,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198485/mot_198485__00723/mot_198485__00723_002.pdf,198485,ek,29,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198485/mot_198485__02007/mot_198485__02007_001.pdf,198485,ek,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198586/mot_198586_sk_00565/mot_198586_sk_00565_001.pdf,198586,ek,31,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198586/mot_198586_ju_00623/mot_198586_ju_00623_001.pdf,198586,ek,31,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198586/mot_198586__00508/mot_198586__00508_001.pdf,198586,ek,24,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198687/mot_198687_kr_00107/mot_198687_kr_00107_001.pdf,198687,ek,31,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198687/mot_198687_k_00112/mot_198687_k_00112_001.pdf,198687,ek,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198687/mot_198687_sk_00128/mot_198687_sk_00128_002.pdf,198687,ek,40,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198788/mot_198788_so_00614/mot_198788_so_00614_001.pdf,198788,ek,37,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198788/mot_198788_jo_00301/mot_198788_jo_00301_008.pdf,198788,ek,46,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198788/mot_198788_a_00608/mot_198788_a_00608_001.pdf,198788,ek,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198889/mot_198889_k_00220/mot_198889_k_00220_004.pdf,198889,ek,44,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198889/mot_198889_t_00215/mot_198889_t_00215_006.pdf,198889,ek,46,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198889/mot_198889_jo_00603/mot_198889_jo_00603_004.pdf,198889,ek,23,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198990/mot_198990_l_00017/mot_198990_l_00017_002.pdf,198990,ek,9,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198990/mot_198990_bo_00033/mot_198990_bo_00033_005.pdf,198990,ek,10,1
https://pdf.swedeb.se/riksdagen-motions-pdf/198990/mot_198990_k_00625/mot_198990_k_00625_002.pdf,198990,ek,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199091/mot_199091_JuU_00028/mot_199091_JuU_00028_001.pdf,199091,ek,27,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199091/mot_199091_KrU_00519/mot_199091_KrU_00519_008.pdf,199091,ek,44,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199091/mot_199091_KrU_00309/mot_199091_KrU_00309_002.pdf,199091,ek,8,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199192/mot_199192_UU_00313/mot_199192_UU_00313_001.pdf,199192,ek,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199192/mot_199192_FiU_00015/mot_199192_FiU_00015_010.pdf,199192,ek,44,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199192/mot_199192_KU_00315/mot_199192_KU_00315_001.pdf,199192,ek,30,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199394/mot_199394_BoU_00245/mot_199394_BoU_00245_002.pdf,199394,ek,10,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199394/mot_199394_UbU_00691/mot_199394_UbU_00691_002.pdf,199394,ek,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199394/mot_199394_AU_00701/mot_199394_AU_00701_001.pdf,199394,ek,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199495/mot_199495_FöU_00202/mot_199495_FöU_00202_009.pdf,199495,ek,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199495/mot_199495_FiU_00032/mot_199495_FiU_00032_027.pdf,199495,ek,53,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199495/mot_199495_JoU_00048/mot_199495_JoU_00048_002.pdf,199495,ek,14,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199596/mot_199596_FI_00102/mot_199596_FI_00102_002.pdf,199596,ek,47,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199596/mot_199596_A_00033/mot_199596_A_00033_001.pdf,199596,ek,34,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199596/mot_199596_FI_00017/mot_199596_FI_00017_018.pdf,199596,ek,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199697/mot_199697_A_00421/mot_199697_A_00421_003.pdf,199697,ek,43,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199697/mot_199697_A_00814/mot_199697_A_00814_001.pdf,199697,ek,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199697/mot_199697_A_00049/mot_199697_A_00049_002.pdf,199697,ek,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199798/mot_199798_A_00460/mot_199798_A_00460_049.pdf,199798,ek,44,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199798/mot_199798_A_00020/mot_199798_A_00020_018.pdf,199798,ek,41,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199798/mot_199798_A_00272/mot_199798_A_00272_001.pdf,199798,ek,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199899/mot_199899_A_00601/mot_199899_A_00601_004.pdf,199899,ek,20,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199899/mot_199899_A_00701/mot_199899_A_00701_002.pdf,199899,ek,24,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199899/mot_199899_Bo_00237/mot_199899_Bo_00237_012.pdf,199899,ek,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199900/mot_199900_Bo_00221/mot_199900_Bo_00221_001.pdf,199900,ek,33,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199900/mot_199900_Bo_00231/mot_199900_Bo_00231_011.pdf,199900,ek,47,1
https://pdf.swedeb.se/riksdagen-motions-pdf/199900/mot_199900_A_00025/mot_199900_A_00025_002.pdf,199900,ek,25,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200001/mot_200001_A_00007/mot_200001_A_00007_002.pdf,200001,ek,22,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200001/mot_200001_Bo_00215/mot_200001_Bo_00215_002.pdf,200001,ek,29,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200001/mot_200001_A_00243/mot_200001_A_00243_002.pdf,200001,ek,13,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200102/mot_200102_A_00390/mot_200102_A_00390_005.pdf,200102,ek,36,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200102/mot_200102_A_00315/mot_200102_A_00315_004.pdf,200102,ek,23,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200102/mot_200102_Bo_00211/mot_200102_Bo_00211_003.pdf,200102,ek,25,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200203/mot_200203_A_00324/mot_200203_A_00324_007.pdf,200203,ek,38,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200203/mot_200203_A_00270/mot_200203_A_00270_003.pdf,200203,ek,47,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200203/mot_200203_A_00215/mot_200203_A_00215_004.pdf,200203,ek,39,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200405/mot_200405_A_00332/mot_200405_A_00332_001.pdf,200405,ek,32,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200405/mot_200405_A_00215/mot_200405_A_00215_002.pdf,200405,ek,4,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200405/mot_200405_A_00338/mot_200405_A_00338_006.pdf,200405,ek,12,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200506/mot_200506_A_00420/mot_200506_A_00420_025.pdf,200506,ek,42,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200506/mot_200506_A_00420/mot_200506_A_00420_003.pdf,200506,ek,45,1
https://pdf.swedeb.se/riksdagen-motions-pdf/200506/mot_200506_A_00217/mot_200506_A_00217_002.pdf,200506,ek,3,1
